timestamp,city,aqi_avg_next_1d,aqi_avg_next_2d,aqi_avg_next_3d
2026-05-22 19:00:00+00:00,Islamabad,91.41666666666667,83.41666666666667,89.41666666666667
2026-05-22 20:00:00+00:00,Islamabad,91.41666666666667,83.41666666666667,89.41666666666667
2026-05-22 21:00:00+00:00,Islamabad,91.41666666666667,83.41666666666667,89.41666666666667
2026-05-22 22:00:00+00:00,Islamabad,91.41666666666667,83.41666666666667,89.41666666666667
2026-05-22 23:00:00+00:00,Islamabad,91.41666666666667,83.41666666666667,89.41666666666667
2026-05-23 00:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 01:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 02:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 03:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 04:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 05:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 06:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 07:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 08:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 09:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 10:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 11:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 12:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 13:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 14:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 15:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 16:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 17:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 18:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 19:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 20:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 21:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 22:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-23 23:00:00+00:00,Islamabad,83.41666666666667,89.41666666666667,81.66666666666667
2026-05-24 00:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 01:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 02:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 03:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 04:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 05:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 06:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 07:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 08:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 09:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 10:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 11:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 12:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 13:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 14:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 15:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 16:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 17:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 18:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 19:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 20:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 21:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 22:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-24 23:00:00+00:00,Islamabad,89.41666666666667,81.66666666666667,78.54166666666667
2026-05-25 00:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 01:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 02:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 03:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 04:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 05:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 06:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 07:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 08:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 09:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 10:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 11:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 12:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 13:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 14:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 15:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 16:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 17:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 18:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 19:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 20:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 21:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 22:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-25 23:00:00+00:00,Islamabad,81.66666666666667,78.54166666666667,86.91666666666667
2026-05-26 00:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 01:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 02:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 03:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 04:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 05:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 06:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 07:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 08:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 09:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 10:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 11:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 12:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 13:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 14:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 15:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 16:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 17:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 18:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 19:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 20:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 21:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 22:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-26 23:00:00+00:00,Islamabad,78.54166666666667,86.91666666666667,112.41666666666667
2026-05-27 00:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 01:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 02:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 03:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 04:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 05:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 06:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 07:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 08:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 09:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 10:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 11:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 12:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 13:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 14:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 15:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 16:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 17:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 18:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 19:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 20:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 21:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 22:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-27 23:00:00+00:00,Islamabad,86.91666666666667,112.41666666666667,136.25
2026-05-28 00:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 01:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 02:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 03:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 04:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 05:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 06:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 07:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 08:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 09:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 10:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 11:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 12:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 13:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 14:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 15:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 16:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 17:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 18:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 19:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 20:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 21:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 22:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-28 23:00:00+00:00,Islamabad,112.41666666666667,136.25,152.45833333333334
2026-05-29 00:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 01:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 02:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 03:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 04:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 05:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 06:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 07:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 08:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 09:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 10:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 11:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 12:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 13:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
2026-05-29 14:00:00+00:00,Islamabad,136.25,152.45833333333334,145.79166666666666
