timestamp,city,temp,humidity,pressure,wind_speed,pm25,pm10,co,no2,so2,o3,aqi
2026-06-07 13:00:00+00:00,Islamabad,32.7,42,1001.8,0.86,11.0,20.0,746.0,9.7,6.2,150.0,163
2026-06-07 14:00:00+00:00,Islamabad,30.8,47,1002.0,0.32,12.6,19.8,1237.0,17.5,6.3,129.0,159
2026-06-07 15:00:00+00:00,Islamabad,28.5,51,1002.2,0.96,16.0,22.8,1539.0,27.1,6.4,105.0,151
2026-06-07 16:00:00+00:00,Islamabad,27.0,57,1002.7,1.35,19.7,26.0,1488.0,41.2,6.8,76.0,135
2026-06-07 17:00:00+00:00,Islamabad,25.9,60,1002.8,1.47,27.4,33.4,1248.0,57.1,7.3,44.0,113
2026-06-07 18:00:00+00:00,Islamabad,24.9,64,1002.5,1.38,32.1,37.0,995.0,65.3,7.3,24.0,84
2026-06-07 19:00:00+00:00,Islamabad,24.8,59,1001.9,1.38,28.6,31.8,762.0,59.8,6.5,25.0,68
2026-06-07 20:00:00+00:00,Islamabad,24.6,57,1001.6,0.98,24.2,26.5,517.0,46.6,5.2,37.0,68
2026-06-07 21:00:00+00:00,Islamabad,24.0,57,1001.1,1.04,20.1,21.8,331.0,35.2,4.2,47.0,68
2026-06-07 22:00:00+00:00,Islamabad,23.5,58,1001.0,0.82,16.5,17.9,218.0,28.8,3.5,47.0,68
2026-06-07 23:00:00+00:00,Islamabad,23.1,58,1001.0,0.73,14.0,15.1,165.0,24.1,2.9,44.0,67
2026-06-08 00:00:00+00:00,Islamabad,23.9,55,1001.5,0.83,13.7,14.6,209.0,20.6,3.4,50.0,67
2026-06-08 01:00:00+00:00,Islamabad,25.1,55,1001.7,0.72,13.1,13.9,438.0,19.6,5.1,69.0,66
2026-06-08 02:00:00+00:00,Islamabad,27.7,53,1002.2,0.58,13.5,14.7,763.0,18.0,7.3,95.0,65
2026-06-08 03:00:00+00:00,Islamabad,30.4,38,1002.6,0.72,10.2,12.8,953.0,15.7,8.8,119.0,65
2026-06-08 04:00:00+00:00,Islamabad,32.2,34,1002.6,1.44,9.7,14.3,872.0,11.9,8.8,139.0,64
2026-06-08 05:00:00+00:00,Islamabad,33.8,31,1002.3,1.93,9.9,17.8,656.0,7.3,8.1,156.0,64
2026-06-08 06:00:00+00:00,Islamabad,34.9,27,1001.8,2.11,10.1,19.7,478.0,4.0,7.3,169.0,64
2026-06-08 07:00:00+00:00,Islamabad,35.6,26,1001.5,2.31,10.4,21.2,400.0,2.8,6.7,175.0,63
2026-06-08 08:00:00+00:00,Islamabad,36.0,24,1000.8,2.15,10.3,21.5,359.0,2.9,6.0,177.0,73
2026-06-08 09:00:00+00:00,Islamabad,36.5,22,1000.0,1.4,10.4,21.8,347.0,3.4,5.5,177.0,100
2026-06-08 10:00:00+00:00,Islamabad,36.7,20,999.6,0.8,10.2,21.4,299.0,2.7,5.1,179.0,123
2026-06-08 11:00:00+00:00,Islamabad,36.6,20,999.3,0.82,10.1,20.7,278.0,2.5,4.9,179.0,141
2026-06-08 12:00:00+00:00,Islamabad,36.9,18,999.0,0.49,7.6,14.5,467.0,6.4,5.2,174.0,153
2026-06-08 13:00:00+00:00,Islamabad,34.9,33,998.9,0.51,7.7,13.6,1107.0,19.8,5.8,148.0,158
2026-06-08 14:00:00+00:00,Islamabad,31.3,43,998.9,0.68,11.6,16.0,1956.0,38.7,6.7,112.0,157
2026-06-08 15:00:00+00:00,Islamabad,28.8,44,999.2,1.1,19.2,23.4,2470.0,56.4,7.4,79.0,147
2026-06-08 16:00:00+00:00,Islamabad,26.7,50,999.4,1.3,26.3,30.5,2353.0,73.2,8.0,50.0,127
2026-06-08 17:00:00+00:00,Islamabad,25.5,51,999.7,1.37,33.6,38.0,1900.0,88.7,8.5,25.0,100
2026-06-08 18:00:00+00:00,Islamabad,26.0,49,999.6,1.28,35.4,39.0,1455.0,95.1,8.5,10.0,68
2026-06-08 19:00:00+00:00,Islamabad,24.8,51,999.4,1.23,30.4,33.2,1109.0,86.1,7.7,13.0,63
2026-06-08 20:00:00+00:00,Islamabad,24.2,51,999.1,1.23,25.7,28.0,772.0,68.0,6.4,26.0,63
2026-06-08 21:00:00+00:00,Islamabad,24.4,46,998.9,1.33,22.0,24.0,513.0,52.0,5.4,38.0,63
2026-06-08 22:00:00+00:00,Islamabad,23.9,45,998.9,1.06,19.1,21.0,340.0,42.0,4.6,40.0,63
2026-06-08 23:00:00+00:00,Islamabad,23.6,45,999.0,1.03,16.6,18.3,246.0,34.0,4.1,41.0,63
2026-06-09 00:00:00+00:00,Islamabad,24.1,45,998.9,0.57,20.5,22.6,282.0,39.4,4.4,33.0,63
2026-06-09 01:00:00+00:00,Islamabad,24.7,48,999.2,0.92,16.9,18.7,570.0,34.3,7.0,64.0,64
2026-06-09 02:00:00+00:00,Islamabad,27.6,52,999.3,0.81,14.8,16.9,989.0,27.1,10.6,106.0,64
2026-06-09 03:00:00+00:00,Islamabad,31.2,36,999.4,1.03,12.2,15.5,1225.0,20.3,12.8,141.0,64
2026-06-09 04:00:00+00:00,Islamabad,33.4,28,999.6,1.36,11.3,15.6,1095.0,14.3,12.5,161.0,65
2026-06-09 05:00:00+00:00,Islamabad,35.4,25,999.2,1.05,11.8,19.0,783.0,8.7,10.8,172.0,65
2026-06-09 06:00:00+00:00,Islamabad,36.4,21,999.2,1.39,11.9,19.8,529.0,4.7,9.2,180.0,65
2026-06-09 07:00:00+00:00,Islamabad,37.0,21,998.8,1.81,12.0,19.9,416.0,3.1,8.0,184.0,65
2026-06-09 08:00:00+00:00,Islamabad,37.7,19,997.9,2.04,11.4,18.7,360.0,3.1,6.9,183.0,88
2026-06-09 09:00:00+00:00,Islamabad,38.1,17,997.2,1.96,11.1,17.9,352.0,3.6,6.0,181.0,120
2026-06-09 10:00:00+00:00,Islamabad,38.3,17,996.8,1.5,10.7,17.1,352.0,2.7,5.5,180.0,145
2026-06-09 11:00:00+00:00,Islamabad,38.1,17,996.7,0.98,10.2,16.2,399.0,2.2,5.3,179.0,158
2026-06-09 12:00:00+00:00,Islamabad,37.8,21,995.9,1.53,4.4,5.2,604.0,7.0,5.1,174.0,164
2026-06-09 13:00:00+00:00,Islamabad,36.0,36,996.2,0.92,4.6,5.6,1141.0,20.4,5.9,152.0,166
2026-06-09 14:00:00+00:00,Islamabad,34.5,28,996.5,0.07,9.1,10.2,1835.0,39.3,7.0,120.0,163
2026-06-09 15:00:00+00:00,Islamabad,31.3,33,996.9,1.0,17.2,18.7,2271.0,57.0,7.9,89.0,153
2026-06-09 16:00:00+00:00,Islamabad,29.7,40,997.4,0.9,27.5,29.3,2231.0,74.4,8.4,59.0,134
2026-06-09 17:00:00+00:00,Islamabad,28.0,44,998.1,1.2,35.9,37.7,1932.0,90.6,8.6,30.0,108
2026-06-09 18:00:00+00:00,Islamabad,27.4,42,998.1,1.05,33.2,34.5,1616.0,95.4,8.4,16.0,76
2026-06-09 19:00:00+00:00,Islamabad,26.3,47,998.0,1.1,25.8,26.4,1336.0,80.2,7.6,26.0,65
2026-06-09 20:00:00+00:00,Islamabad,25.7,46,998.0,1.6,19.6,20.0,1037.0,53.6,6.4,51.0,64
2026-06-09 21:00:00+00:00,Islamabad,25.3,47,997.8,0.93,15.4,15.7,800.0,32.2,5.4,70.0,64
2026-06-09 22:00:00+00:00,Islamabad,25.0,49,997.8,0.56,12.5,13.0,633.0,22.0,4.8,74.0,63
2026-06-09 23:00:00+00:00,Islamabad,24.5,48,998.2,1.02,11.0,11.5,527.0,16.9,4.4,73.0,63
2026-06-10 00:00:00+00:00,Islamabad,25.9,42,998.7,0.76,8.7,8.9,533.0,16.7,4.5,67.0,62
2026-06-10 01:00:00+00:00,Islamabad,26.4,47,999.2,0.91,9.9,10.5,763.0,17.8,6.0,87.0,61
2026-06-10 02:00:00+00:00,Islamabad,28.6,49,999.4,0.96,13.5,15.0,1105.0,19.0,8.1,116.0,61
2026-06-10 03:00:00+00:00,Islamabad,31.9,35,999.5,0.16,15.8,23.3,1270.0,18.6,10.2,143.0,61
2026-06-10 04:00:00+00:00,Islamabad,34.1,27,999.8,1.5,22.8,44.4,1071.0,14.8,12.5,167.0,61
2026-06-10 05:00:00+00:00,Islamabad,35.4,27,999.5,2.06,25.2,50.1,695.0,9.3,14.7,189.0,62
2026-06-10 06:00:00+00:00,Islamabad,36.5,23,999.4,2.63,23.3,44.9,414.0,5.2,15.5,203.0,63
2026-06-10 07:00:00+00:00,Islamabad,37.3,22,999.0,2.07,20.4,38.3,343.0,3.7,13.9,204.0,89
2026-06-10 08:00:00+00:00,Islamabad,38.1,22,997.8,2.06,18.1,33.2,367.0,3.5,10.8,197.0,117
2026-06-10 09:00:00+00:00,Islamabad,38.5,21,997.1,2.15,16.4,29.5,407.0,3.8,8.4,190.0,144
2026-06-10 10:00:00+00:00,Islamabad,38.7,20,996.5,2.03,15.3,27.1,395.0,2.9,7.2,186.0,162
2026-06-10 11:00:00+00:00,Islamabad,38.8,19,996.0,1.76,14.2,24.9,399.0,2.4,6.6,182.0,173
2026-06-10 12:00:00+00:00,Islamabad,39.8,15,995.0,1.17,10.4,16.6,553.0,6.9,5.9,171.0,180
2026-06-10 13:00:00+00:00,Islamabad,37.9,34,995.3,0.25,10.7,16.6,1031.0,25.0,6.6,142.0,180
2026-06-10 14:00:00+00:00,Islamabad,34.5,30,995.8,0.25,15.4,21.0,1658.0,50.3,7.5,101.0,173
2026-06-10 15:00:00+00:00,Islamabad,31.5,34,996.3,1.08,25.5,31.7,2044.0,71.4,8.3,65.0,156
2026-06-10 16:00:00+00:00,Islamabad,29.7,37,996.9,1.5,37.4,44.5,1970.0,85.8,8.9,39.0,129
2026-06-10 17:00:00+00:00,Islamabad,29.0,37,997.4,1.76,45.4,52.3,1655.0,96.0,9.4,18.0,95
2026-06-10 18:00:00+00:00,Islamabad,28.1,39,998.0,1.01,46.7,52.7,1361.0,97.7,9.4,8.0,70
2026-06-10 19:00:00+00:00,Islamabad,27.7,39,997.6,1.15,40.4,45.1,1172.0,85.9,8.5,14.0,71
2026-06-10 20:00:00+00:00,Islamabad,26.9,40,997.3,1.2,32.4,35.7,1004.0,65.7,7.1,31.0,72
2026-06-10 21:00:00+00:00,Islamabad,25.9,43,997.2,0.91,26.5,29.5,864.0,47.9,6.0,46.0,73
2026-06-10 22:00:00+00:00,Islamabad,25.4,45,997.0,1.2,22.8,25.9,736.0,36.1,5.4,53.0,74
2026-06-10 23:00:00+00:00,Islamabad,25.6,43,997.1,1.16,20.3,23.7,635.0,26.6,5.1,58.0,75
2026-06-11 00:00:00+00:00,Islamabad,26.8,50,997.1,1.31,22.3,24.5,617.0,35.3,5.6,49.0,75
2026-06-11 01:00:00+00:00,Islamabad,27.5,54,997.7,0.79,20.0,22.1,766.0,31.3,6.9,76.0,76
2026-06-11 02:00:00+00:00,Islamabad,29.3,50,997.9,0.3,20.5,23.1,997.0,25.5,8.8,113.0,77
2026-06-11 03:00:00+00:00,Islamabad,32.2,41,998.0,0.67,18.7,25.6,1116.0,19.9,10.6,147.0,78
2026-06-11 04:00:00+00:00,Islamabad,34.3,34,998.1,1.78,19.7,28.2,1003.0,14.7,12.6,174.0,78
2026-06-11 05:00:00+00:00,Islamabad,35.9,27,997.9,1.51,20.5,29.3,778.0,9.7,14.6,198.0,78
2026-06-11 06:00:00+00:00,Islamabad,37.3,22,997.9,0.92,20.3,28.9,600.0,6.0,15.4,214.0,77
2026-06-11 07:00:00+00:00,Islamabad,38.3,18,997.5,2.58,19.6,28.3,539.0,4.2,14.1,220.0,85
2026-06-11 08:00:00+00:00,Islamabad,37.7,19,997.4,3.21,19.3,28.3,525.0,3.8,11.7,217.0,120
2026-06-11 09:00:00+00:00,Islamabad,37.2,19,997.4,4.44,19.3,28.8,515.0,4.0,9.7,212.0,154
2026-06-11 10:00:00+00:00,Islamabad,37.3,18,997.2,3.1,19.4,29.9,481.0,4.7,8.8,204.0,176
2026-06-11 11:00:00+00:00,Islamabad,37.2,18,997.1,2.87,20.2,31.9,450.0,6.1,8.3,193.0,190
2026-06-11 12:00:00+00:00,Islamabad,37.7,19,995.5,2.85,12.3,21.5,459.0,7.6,6.8,176.0,198
2026-06-11 13:00:00+00:00,Islamabad,35.7,24,996.3,2.6,13.7,21.8,536.0,8.3,7.4,176.0,198
2026-06-11 14:00:00+00:00,Islamabad,33.8,26,997.3,2.99,25.0,31.1,652.0,9.4,8.2,175.0,195
2026-06-11 15:00:00+00:00,Islamabad,30.7,37,998.8,1.29,35.7,46.4,761.0,11.5,8.7,169.0,188
2026-06-11 16:00:00+00:00,Islamabad,29.9,37,999.9,1.38,37.6,48.1,866.0,15.7,8.6,153.0,180
2026-06-11 17:00:00+00:00,Islamabad,29.0,40,1000.6,1.15,35.0,41.4,963.0,20.9,8.2,131.0,170
2026-06-11 18:00:00+00:00,Islamabad,29.5,45,999.9,0.87,34.6,38.3,990.0,24.4,7.7,113.0,157
2026-06-11 19:00:00+00:00,Islamabad,27.5,47,1001.0,1.43,33.4,36.7,895.0,24.8,7.2,101.0,140
2026-06-11 20:00:00+00:00,Islamabad,26.7,45,1001.8,2.31,31.0,33.8,731.0,23.5,6.5,92.0,120
2026-06-11 21:00:00+00:00,Islamabad,25.6,49,1001.9,1.81,28.2,30.7,591.0,22.0,6.1,86.0,103
2026-06-11 22:00:00+00:00,Islamabad,24.7,52,1002.1,2.24,26.3,29.8,504.0,20.6,5.8,82.0,84
2026-06-11 23:00:00+00:00,Islamabad,21.1,81,1004.5,2.8,25.8,34.5,442.0,18.9,5.8,81.0,78
2026-06-12 00:00:00+00:00,Islamabad,25.3,46,1003.2,2.25,49.4,75.9,409.0,12.2,9.9,93.0,78
2026-06-12 01:00:00+00:00,Islamabad,25.6,47,1004.1,2.2,45.3,71.2,426.0,12.3,10.4,98.0,81
2026-06-12 02:00:00+00:00,Islamabad,27.2,45,1005.1,2.98,45.1,86.8,473.0,12.3,10.9,106.0,83
2026-06-12 03:00:00+00:00,Islamabad,23.5,73,1007.3,0.89,43.3,104.1,494.0,11.6,11.1,115.0,85
2026-06-12 04:00:00+00:00,Islamabad,22.5,85,1007.8,2.8,46.6,130.4,457.0,9.4,10.4,126.0,86
2026-06-12 05:00:00+00:00,Islamabad,24.5,73,1008.3,0.49,44.1,122.9,394.0,6.4,9.3,138.0,89
2026-06-12 06:00:00+00:00,Islamabad,29.2,49,1007.4,4.94,39.7,111.1,345.0,4.2,8.4,148.0,90
2026-06-12 07:00:00+00:00,Islamabad,30.4,43,1007.2,4.04,36.8,102.9,321.0,3.4,8.0,155.0,92
2026-06-12 08:00:00+00:00,Islamabad,30.3,41,1006.8,3.55,34.3,92.0,312.0,3.4,7.8,161.0,93
2026-06-12 09:00:00+00:00,Islamabad,30.7,41,1006.2,2.14,32.8,83.4,327.0,3.9,7.8,164.0,95
2026-06-12 10:00:00+00:00,Islamabad,28.8,49,1007.4,1.64,32.6,81.3,349.0,4.4,8.1,166.0,103
2026-06-12 11:00:00+00:00,Islamabad,28.8,49,1006.5,1.19,33.3,83.1,395.0,5.4,8.7,167.0,116
2026-06-12 12:00:00+00:00,Islamabad,31.8,37,1004.0,2.82,32.1,78.2,523.0,8.0,10.3,168.0,127
2026-06-12 13:00:00+00:00,Islamabad,24.8,73,1006.8,2.24,30.2,70.3,789.0,14.5,9.9,148.0,136
2026-06-12 14:00:00+00:00,Islamabad,24.3,70,1007.1,2.61,28.1,54.6,1137.0,23.5,9.3,120.0,138
2026-06-12 15:00:00+00:00,Islamabad,24.4,67,1007.5,2.57,28.9,51.3,1461.0,30.0,8.8,99.0,132
2026-06-12 16:00:00+00:00,Islamabad,25.2,60,1007.9,3.02,29.5,49.0,1788.0,31.8,8.6,92.0,120
2026-06-12 17:00:00+00:00,Islamabad,25.5,59,1007.8,2.23,29.9,45.1,2091.0,31.1,8.5,92.0,106
2026-06-12 18:00:00+00:00,Islamabad,25.3,64,1006.5,0.78,31.4,45.1,2175.0,29.9,8.2,90.0,99
2026-06-12 19:00:00+00:00,Islamabad,24.5,75,1006.1,0.38,32.2,43.3,1872.0,28.6,7.4,85.0,99
2026-06-12 20:00:00+00:00,Islamabad,24.5,77,1005.8,0.16,31.7,39.9,1350.0,26.7,6.4,79.0,99
2026-06-12 21:00:00+00:00,Islamabad,24.4,73,1005.9,0.74,30.7,42.6,922.0,25.6,5.5,71.0,99
2026-06-12 22:00:00+00:00,Islamabad,24.6,70,1006.0,0.11,30.5,40.3,711.0,26.1,4.7,58.0,99
2026-06-12 23:00:00+00:00,Islamabad,24.1,70,1006.4,0.6,30.9,37.7,593.0,27.3,4.2,43.0,99
2026-06-13 00:00:00+00:00,Islamabad,24.2,67,1004.9,0.43,35.0,62.6,510.0,17.9,9.4,91.0,100
2026-06-13 01:00:00+00:00,Islamabad,24.6,64,1005.8,0.85,29.9,48.7,453.0,16.8,8.7,101.0,99
2026-06-13 02:00:00+00:00,Islamabad,25.4,57,1007.2,2.35,27.2,48.4,430.0,15.1,7.8,115.0,97
2026-06-13 03:00:00+00:00,Islamabad,26.3,53,1008.0,3.13,27.5,51.8,411.0,12.9,7.1,128.0,96
2026-06-13 04:00:00+00:00,Islamabad,26.4,57,1008.5,1.66,30.6,61.9,382.0,9.8,6.9,139.0,95
2026-06-13 05:00:00+00:00,Islamabad,27.7,52,1008.4,1.16,30.3,66.4,356.0,6.2,6.9,150.0,94
2026-06-13 06:00:00+00:00,Islamabad,30.3,40,1008.5,2.9,28.5,62.4,340.0,3.6,6.8,158.0,92
2026-06-13 07:00:00+00:00,Islamabad,29.9,40,1008.5,3.41,27.2,59.5,340.0,2.7,6.5,163.0,92
2026-06-13 08:00:00+00:00,Islamabad,31.0,39,1007.7,2.93,30.4,68.0,350.0,2.8,6.1,165.0,91
2026-06-13 09:00:00+00:00,Islamabad,30.7,40,1006.8,3.05,25.7,56.9,360.0,3.5,5.8,165.0,105
2026-06-13 10:00:00+00:00,Islamabad,31.1,38,1006.4,2.97,25.0,55.1,343.0,4.1,5.5,163.0,118
2026-06-13 11:00:00+00:00,Islamabad,30.4,40,1006.2,2.3,25.7,54.7,326.0,5.3,5.2,159.0,128
2026-06-13 12:00:00+00:00,Islamabad,31.3,34,1005.8,2.95,21.4,46.2,383.0,8.7,4.6,150.0,135
2026-06-13 13:00:00+00:00,Islamabad,30.6,34,1005.7,2.75,21.7,43.5,561.0,10.3,5.2,146.0,137
2026-06-13 14:00:00+00:00,Islamabad,28.9,40,1006.1,3.74,21.5,41.0,812.0,12.9,6.1,140.0,136
2026-06-13 15:00:00+00:00,Islamabad,27.4,47,1006.5,2.01,23.8,41.0,1068.0,18.6,6.7,127.0,133
2026-06-13 16:00:00+00:00,Islamabad,26.3,53,1006.9,0.51,27.9,41.3,1369.0,30.7,6.9,102.0,125
2026-06-13 17:00:00+00:00,Islamabad,25.7,54,1007.0,0.6,31.7,43.7,1674.0,45.7,6.9,71.0,112
2026-06-13 18:00:00+00:00,Islamabad,25.8,54,1006.4,0.38,36.1,46.0,1791.0,55.7,6.7,47.0,92
2026-06-13 19:00:00+00:00,Islamabad,25.1,55,1006.1,0.47,36.8,43.9,1567.0,56.5,6.2,37.0,87
2026-06-13 20:00:00+00:00,Islamabad,24.8,55,1005.7,0.51,35.6,42.4,1155.0,52.1,5.5,35.0,87
2026-06-13 21:00:00+00:00,Islamabad,24.4,56,1005.4,0.68,36.9,41.8,819.0,46.8,4.9,35.0,87
2026-06-13 22:00:00+00:00,Islamabad,24.0,58,1005.2,0.67,36.4,41.2,667.0,41.6,4.3,34.0,88
2026-06-13 23:00:00+00:00,Islamabad,23.4,61,1005.0,0.72,35.9,40.6,591.0,35.4,3.9,36.0,88
2026-06-14 00:00:00+00:00,Islamabad,23.1,70,1005.0,0.36,37.3,41.1,538.0,37.5,4.9,32.0,89
2026-06-14 01:00:00+00:00,Islamabad,23.7,67,1005.2,0.96,35.2,39.3,495.0,30.4,7.8,62.0,89
2026-06-14 02:00:00+00:00,Islamabad,25.8,57,1005.2,0.96,27.6,36.0,475.0,20.4,11.8,105.0,89
2026-06-14 03:00:00+00:00,Islamabad,28.1,48,1005.2,0.51,22.5,41.1,456.0,12.3,14.2,139.0,89
2026-06-14 04:00:00+00:00,Islamabad,30.1,42,1005.0,1.25,25.2,57.0,431.0,7.7,13.7,157.0,89
2026-06-14 05:00:00+00:00,Islamabad,31.1,39,1004.7,1.46,28.6,66.6,407.0,4.9,11.7,166.0,89
2026-06-14 06:00:00+00:00,Islamabad,31.6,37,1004.6,1.4,29.7,68.7,386.0,3.1,10.0,172.0,88
2026-06-14 07:00:00+00:00,Islamabad,32.4,36,1004.2,1.19,30.0,68.9,365.0,2.2,9.1,174.0,89
2026-06-14 08:00:00+00:00,Islamabad,32.9,35,1003.3,1.89,29.0,66.1,347.0,2.2,8.5,172.0,89
2026-06-14 09:00:00+00:00,Islamabad,33.7,33,1002.4,2.39,28.5,64.7,338.0,2.6,8.1,169.0,111
2026-06-14 10:00:00+00:00,Islamabad,33.3,34,1002.1,2.09,27.4,62.6,330.0,2.8,7.9,166.0,133
2026-06-14 11:00:00+00:00,Islamabad,32.4,35,1001.8,1.38,26.8,61.7,332.0,3.4,7.8,162.0,146
2026-06-14 12:00:00+00:00,Islamabad,33.8,29,1000.4,2.87,24.9,58.0,380.0,4.8,7.1,151.0,151
2026-06-14 13:00:00+00:00,Islamabad,32.7,30,1000.4,2.63,25.6,59.8,504.0,8.7,7.9,142.0,150
2026-06-14 14:00:00+00:00,Islamabad,30.7,34,1000.5,2.37,26.4,58.1,674.0,14.2,8.9,128.0,145
2026-06-14 15:00:00+00:00,Islamabad,28.7,39,1000.9,1.78,28.1,53.0,842.0,19.0,9.5,114.0,135
2026-06-14 16:00:00+00:00,Islamabad,27.5,46,1001.8,0.96,29.5,48.2,1023.0,22.8,9.2,100.0,123
2026-06-14 17:00:00+00:00,Islamabad,26.9,49,1002.5,1.0,30.4,44.4,1202.0,25.9,8.3,85.0,107
2026-06-14 18:00:00+00:00,Islamabad,27.7,44,1001.9,0.86,30.3,41.6,1284.0,27.6,7.4,73.0,90
2026-06-14 19:00:00+00:00,Islamabad,26.6,47,1001.7,1.08,29.0,39.0,1204.0,27.0,6.4,65.0,90
2026-06-14 20:00:00+00:00,Islamabad,26.2,49,1001.5,1.43,27.4,36.4,1028.0,25.0,5.4,60.0,89
2026-06-14 21:00:00+00:00,Islamabad,25.9,49,1001.7,1.61,25.6,33.3,854.0,23.0,4.6,56.0,89
2026-06-14 22:00:00+00:00,Islamabad,25.7,50,1001.7,1.52,23.5,29.9,699.0,21.8,3.9,50.0,88
2026-06-14 23:00:00+00:00,Islamabad,25.6,51,1002.1,1.68,21.5,27.0,547.0,20.7,3.5,46.0,87
2026-06-15 00:00:00+00:00,Islamabad,25.7,55,1002.2,0.85,19.8,23.7,445.0,20.1,3.8,49.0,86
2026-06-15 01:00:00+00:00,Islamabad,26.3,55,1002.8,1.2,18.5,22.8,432.0,18.0,6.5,72.0,84
2026-06-15 02:00:00+00:00,Islamabad,28.5,49,1003.2,1.24,18.7,27.2,470.0,14.9,10.3,104.0,83
2026-06-15 03:00:00+00:00,Islamabad,30.5,41,1003.6,1.63,22.7,46.6,492.0,12.0,12.9,131.0,82
2026-06-15 04:00:00+00:00,Islamabad,32.0,37,1004.0,2.13,25.0,53.7,468.0,9.2,13.3,146.0,82
2026-06-15 05:00:00+00:00,Islamabad,32.3,33,1004.6,2.68,25.8,56.5,429.0,6.6,12.6,155.0,82
2026-06-15 06:00:00+00:00,Islamabad,31.7,36,1004.4,3.03,24.7,53.6,396.0,4.6,11.7,162.0,82
2026-06-15 07:00:00+00:00,Islamabad,32.0,34,1004.2,3.21,24.4,51.6,376.0,3.6,10.8,168.0,82
2026-06-15 08:00:00+00:00,Islamabad,32.4,35,1004.3,1.44,24.1,49.8,364.0,3.3,9.8,172.0,81
2026-06-15 09:00:00+00:00,Islamabad,33.9,30,1003.2,2.25,25.0,50.9,361.0,3.6,9.0,174.0,103
2026-06-15 10:00:00+00:00,Islamabad,33.7,30,1002.9,3.25,25.4,50.4,312.0,3.9,8.5,173.0,124
2026-06-15 11:00:00+00:00,Islamabad,33.1,32,1002.7,2.58,25.4,49.7,273.0,4.7,8.1,170.0,139
2026-06-15 12:00:00+00:00,Islamabad,30.7,42,1002.4,3.13,41.9,72.2,416.0,10.0,9.5,156.0,147
2026-06-15 13:00:00+00:00,Islamabad,31.0,44,1001.9,2.36,41.4,70.8,917.0,12.5,10.0,149.0,149
2026-06-15 14:00:00+00:00,Islamabad,30.1,46,1002.3,1.87,41.4,69.2,1599.0,16.2,10.5,139.0,148
2026-06-15 15:00:00+00:00,Islamabad,28.9,48,1002.8,2.7,41.4,66.8,2106.0,20.6,10.7,125.0,143
2026-06-15 16:00:00+00:00,Islamabad,28.3,49,1003.8,2.1,40.2,61.9,2303.0,26.7,10.1,105.0,134
2026-06-15 17:00:00+00:00,Islamabad,27.7,50,1004.4,1.59,38.5,58.6,2325.0,33.5,9.1,82.0,120
2026-06-15 18:00:00+00:00,Islamabad,28.0,54,1003.8,0.7,40.6,54.2,2215.0,37.8,8.0,64.0,100
2026-06-15 19:00:00+00:00,Islamabad,22.7,84,1006.0,3.26,39.9,50.5,1925.0,38.1,7.0,53.0,87
2026-06-15 20:00:00+00:00,Islamabad,22.8,87,1005.9,2.35,38.3,47.0,1503.0,35.8,5.9,46.0,88
2026-06-15 21:00:00+00:00,Islamabad,23.1,90,1005.3,1.87,35.9,44.1,1142.0,32.8,5.1,43.0,89
2026-06-15 22:00:00+00:00,Islamabad,23.5,84,1004.9,1.23,36.1,46.6,910.0,29.0,4.5,42.0,90
2026-06-15 23:00:00+00:00,Islamabad,23.7,82,1004.7,0.65,34.0,44.6,737.0,24.4,4.2,44.0,91
2026-06-16 00:00:00+00:00,Islamabad,24.6,69,1004.2,1.92,29.7,38.2,609.0,21.6,4.2,49.0,92
2026-06-16 01:00:00+00:00,Islamabad,24.6,69,1005.8,1.56,28.9,39.2,533.0,19.6,5.9,70.0,93
2026-06-16 02:00:00+00:00,Islamabad,25.0,68,1006.5,1.71,29.8,50.8,502.0,16.7,8.2,99.0,94
2026-06-16 03:00:00+00:00,Islamabad,26.7,61,1006.2,1.42,38.1,68.2,471.0,13.7,10.1,125.0,94
2026-06-16 04:00:00+00:00,Islamabad,28.6,53,1006.5,2.02,41.4,72.6,423.0,10.3,11.2,146.0,96
2026-06-16 05:00:00+00:00,Islamabad,30.1,48,1006.5,2.71,42.4,75.0,377.0,6.8,11.8,165.0,97
2026-06-16 06:00:00+00:00,Islamabad,30.7,44,1006.8,3.29,41.6,73.1,344.0,4.3,11.9,178.0,98
2026-06-16 07:00:00+00:00,Islamabad,31.4,43,1006.6,3.61,41.2,72.4,330.0,3.4,11.3,182.0,100
2026-06-16 08:00:00+00:00,Islamabad,31.1,48,1006.5,2.75,42.4,74.7,329.0,3.7,10.1,179.0,101
2026-06-16 09:00:00+00:00,Islamabad,29.5,54,1006.2,2.93,41.9,72.2,336.0,4.5,9.1,174.0,110
2026-06-16 10:00:00+00:00,Islamabad,30.7,46,1005.5,2.2,41.3,69.4,332.0,4.0,8.5,170.0,132
2026-06-16 11:00:00+00:00,Islamabad,30.8,46,1004.9,1.34,42.8,71.0,336.0,4.2,8.0,164.0,147
2026-06-16 12:00:00+00:00,Islamabad,31.3,45,1003.6,1.61,41.1,60.8,405.0,9.8,7.7,153.0,154
2026-06-16 13:00:00+00:00,Islamabad,30.5,48,1003.9,0.89,34.3,46.3,590.0,16.0,7.6,138.0,155
2026-06-16 14:00:00+00:00,Islamabad,29.2,56,1004.3,0.83,31.2,40.6,839.0,24.5,7.5,117.0,151
